Region,Region_Name,Period,Secondary Culture,Area (ha),Culture,Cultivation practices,Type of crop,Sowing method,Sowing method name,Variety Name,Variety type,Variety type name,Variety cycle,Cultivation conditions,Cultivation_condition,Cause of poor conditions,Quantity of seeds used (kg),Classified seed quantity (kg),Type of spacing,Type of irrigation,Type of irrigation name,Quantity of organic fertiliser (kg),Quantity of chemical fertiliser (kg),Quantity of plant protection product (L),Agricultural Equipment,Agricultural Equipment Name,Harvester used,Destination production,Destination production name,Technical support,Technical support name,Estimated production (tonnes),Number of growing days,Dry weight (g/m2) /1001,Humidity level/10 (%),Weight of rice without moisture (g/m2) /1000,Yield (T/Ha)
2,Itasy,2,0,1.32,1,1,2,1,Random transplanting,16,2,Local/traditional variety,1,2,Poor,3,35,1,3,2,Motorised irrigation,43.56,44.88,3.96,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,3.96,126,0.025344,0.21,0.025290778,0.252907776
3,Diana,2,0,1.55,1,1,2,2,In-line transplanting,8,2,Local/traditional variety,2,2,Poor,2,79,1,3,1,Gravity irrigation,94.55,29.45,4.65,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,6.2,193,0.02976,0.17,0.029709408,0.29709408
5,Vatovavy,1,0,0.48,1,1,1,4,Direct row sowing,46,2,Local/traditional variety,2,1,Very poor,3,33,1,2,3,Rain water irrigation,42.72,18.72,2.88,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.92,72,0.09216,0.18,0.091994112,0.91994112
5,Vatovavy,1,0,0.96,1,1,1,4,Direct row sowing,57,2,Local/traditional variety,2,2,Poor,3,70,1,1,3,Rain water irrigation,70.08,101.76,4.8,1,Manual Equipment,2,3,Both,1,Financial aid,2.88,79,0.018432,0.23,0.018389606,0.183896064
1,Bongolava,2,0,3.41,1,1,3,3,Broadcast sowing,20,1,Improved seed,3,4,Good,0,168,2,3,1,Gravity irrigation,487.63,327.36,20.46,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,13.64,167,0.383966,0.1,0.383582034,3.83582034
3,Diana,2,0,3.87,1,1,3,4,Direct row sowing,46,2,Local/traditional variety,2,1,Very poor,2,265,3,2,2,Motorised irrigation,166.41,417.96,7.74,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,11.61,101,0.435762,0.13,0.435195509,4.351955094
4,Boeny,1,0,0.41,1,1,1,1,Random transplanting,54,2,Local/traditional variety,2,1,Very poor,3,14,1,3,3,Rain water irrigation,29.11,34.85,2.46,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.05,40,0.07872,0.15,0.07860192,0.7860192
1,Bongolava,2,0,6.1,1,1,3,3,Broadcast sowing,21,2,Local/traditional variety,1,3,Average,2,361,4,4,2,Motorised irrigation,390.4,488,48.8,2,Animal Drawn Equipment,1,2,Self-Consumption,0,None,30.5,183,0.68686,0.18,0.685623652,6.85623652
3,Diana,2,0,2.94,1,1,3,1,Random transplanting,49,2,Local/traditional variety,1,2,Poor,3,153,2,4,2,Motorised irrigation,220.5,308.7,2.94,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,11.76,200,0.331044,0.1,0.330712956,3.30712956
3,Diana,2,0,2.97,1,1,2,4,Direct row sowing,41,2,Local/traditional variety,2,3,Average,3,266,3,1,2,Motorised irrigation,196.02,172.26,11.88,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,14.85,117,0.334422,0.13,0.333987251,3.339872514
1,Bongolava,2,0,4.68,1,1,2,2,In-line transplanting,63,2,Local/traditional variety,2,3,Average,3,263,3,3,2,Motorised irrigation,210.6,51.48,18.72,3,Motorized Equipment,1,2,Self-Consumption,5,Vulgarisation,14.04,178,0.526968,0.18,0.526019458,5.260194576
5,Vatovavy,1,0,0.88,1,1,1,1,Random transplanting,17,2,Local/traditional variety,2,3,Average,3,34,1,3,3,Rain water irrigation,45.76,20.24,7.92,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.64,35,0.016896,0.19,0.016863898,0.168638976
3,Diana,2,0,2.52,1,1,2,1,Random transplanting,49,2,Local/traditional variety,1,1,Very poor,2,145,2,3,1,Gravity irrigation,312.48,75.6,22.68,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,7.56,159,0.283752,0.1,0.283468248,2.83468248
5,Vatovavy,1,0,0.53,1,1,1,2,In-line transplanting,4,2,Local/traditional variety,2,3,Average,2,14,1,3,3,Rain water irrigation,72.61,34.45,2.12,1,Manual Equipment,2,1,Sale,1,Financial aid,2.12,30,0.010176,0.22,0.010153613,0.101536128
1,Bongolava,2,0,2.23,1,1,3,1,Random transplanting,25,2,Local/traditional variety,1,5,Very Good,0,107,2,3,2,Motorised irrigation,95.89,138.26,22.3,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,8.92,159,0.042816,0.16,0.042747494,0.427474944
5,Vatovavy,1,0,0.14,1,1,1,4,Direct row sowing,28,2,Local/traditional variety,1,3,Average,3,9,1,2,3,Rain water irrigation,20.58,14.84,1.4,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.56,21,0.02688,0.18,0.026831616,0.26831616
2,Itasy,2,0,4.82,1,1,3,4,Direct row sowing,47,2,Local/traditional variety,2,5,Very Good,0,396,4,2,1,Gravity irrigation,718.18,385.6,43.38,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,24.1,86,0.542732,0.15,0.541917902,5.41917902
4,Boeny,1,0,0.93,1,1,1,3,Broadcast sowing,39,2,Local/traditional variety,1,1,Very poor,2,29,1,4,3,Rain water irrigation,67.89,23.25,6.51,1,Manual Equipment,2,3,Both,1,Financial aid,4.65,34,0.017856,0.14,0.017831002,0.178310016
3,Diana,2,0,2.7,1,1,3,2,In-line transplanting,32,2,Local/traditional variety,2,2,Poor,3,111,2,3,2,Motorised irrigation,340.2,135,27,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,8.1,135,0.30402,0.18,0.303472764,3.03472764
4,Boeny,1,0,0.64,1,1,1,4,Direct row sowing,30,2,Local/traditional variety,2,2,Poor,3,60,1,2,3,Rain water irrigation,56.32,9.6,1.28,1,Manual Equipment,2,1,Sale,1,Financial aid,1.92,34,0.012288,0.16,0.012268339,0.122683392
5,Vatovavy,1,0,0.57,1,1,1,3,Broadcast sowing,22,2,Local/traditional variety,1,1,Very poor,3,17,1,4,3,Rain water irrigation,49.02,58.71,5.7,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.71,29,0.010944,0.21,0.010921018,0.109210176
3,Diana,2,0,2.47,1,1,2,3,Broadcast sowing,46,2,Local/traditional variety,2,3,Average,3,115,2,3,2,Motorised irrigation,71.63,227.24,9.88,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,7.41,96,0.047424,0.13,0.047362349,0.473623488
5,Vatovavy,1,0,0.9,1,1,1,2,In-line transplanting,52,2,Local/traditional variety,1,1,Very poor,2,19,1,4,3,Rain water irrigation,104.4,51.3,1.8,1,Manual Equipment,2,2,Self-Consumption,1,Financial aid,2.7,39,0.01728,0.16,0.017252352,0.17252352
2,Itasy,2,0,3.49,1,1,2,1,Random transplanting,59,2,Local/traditional variety,2,2,Poor,3,114,2,3,1,Gravity irrigation,69.8,111.68,17.45,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,13.96,144,0.392974,0.14,0.392423836,3.924238364
1,Bongolava,2,0,5.53,1,1,3,4,Direct row sowing,10,2,Local/traditional variety,1,2,Poor,2,440,5,2,1,Gravity irrigation,812.91,11.06,11.06,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,16.59,200,0.622678,0.17,0.621619447,6.216194474
3,Diana,2,0,2.47,1,1,2,1,Random transplanting,57,2,Local/traditional variety,2,3,Average,3,139,2,4,1,Gravity irrigation,355.68,200.07,4.94,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,7.41,172,0.047424,0.16,0.047348122,0.473481216
2,Itasy,2,0,2.37,1,1,3,4,Direct row sowing,28,2,Local/traditional variety,1,2,Poor,3,177,2,2,1,Gravity irrigation,80.58,75.84,18.96,2,Animal Drawn Equipment,1,3,Both,4,Support/Advice,7.11,82,0.045504,0.12,0.045449395,0.454493952
2,Itasy,2,0,4.74,1,1,2,1,Random transplanting,55,2,Local/traditional variety,2,3,Average,3,226,3,3,2,Motorised irrigation,620.94,516.66,14.22,3,Motorized Equipment,1,2,Self-Consumption,4,Support/Advice,14.22,133,0.533724,0.23,0.532496435,5.324964348
3,Diana,2,0,3.65,1,1,2,3,Broadcast sowing,20,1,Improved seed,3,2,Poor,3,92,1,4,1,Gravity irrigation,178.85,116.8,21.9,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,18.25,134,0.41099,0.2,0.41016802,4.1016802
5,Vatovavy,1,0,0.95,1,1,1,2,In-line transplanting,44,2,Local/traditional variety,2,2,Poor,3,45,1,4,3,Rain water irrigation,125.4,64.6,0.95,1,Manual Equipment,2,3,Both,1,Financial aid,4.75,52,0.01824,0.14,0.018214464,0.18214464
2,Itasy,2,0,4.95,1,1,2,1,Random transplanting,40,2,Local/traditional variety,2,2,Poor,3,232,3,4,2,Motorised irrigation,331.65,89.1,29.7,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,24.75,135,0.55737,0.18,0.556366734,5.56366734
4,Boeny,1,0,0.33,1,1,1,3,Broadcast sowing,23,2,Local/traditional variety,2,2,Poor,3,19,1,4,3,Rain water irrigation,24.09,12.87,1.98,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.99,89,0.06336,0.36,0.063131904,0.63131904
2,Itasy,2,0,3.68,1,1,2,4,Direct row sowing,58,1,Improved seed,1,3,Average,2,328,4,1,2,Motorised irrigation,507.84,29.44,7.36,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,11.04,174,0.414368,0.22,0.41345639,4.134563904
5,Vatovavy,1,0,0.81,1,1,1,3,Broadcast sowing,52,2,Local/traditional variety,1,2,Poor,2,35,1,4,3,Rain water irrigation,45.36,55.89,8.1,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.24,63,0.015552,0.18,0.015524006,0.155240064
5,Vatovavy,1,0,0.49,1,1,1,3,Broadcast sowing,3,2,Local/traditional variety,2,1,Very poor,2,18,1,4,3,Rain water irrigation,33.81,43.12,1.47,1,Manual Equipment,2,1,Sale,1,Financial aid,1.96,81,0.09408,0.14,0.093948288,0.93948288
4,Boeny,1,0,0.76,1,1,1,3,Broadcast sowing,24,2,Local/traditional variety,1,3,Average,3,35,1,4,3,Rain water irrigation,41.8,44.84,7.6,1,Manual Equipment,2,1,Sale,1,Financial aid,3.8,52,0.014592,0.17,0.014567194,0.145671936
2,Itasy,2,0,4.41,1,1,2,2,In-line transplanting,3,2,Local/traditional variety,2,2,Poor,3,259,3,3,2,Motorised irrigation,343.98,132.3,8.82,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,22.05,185,0.496566,0.15,0.495821151,4.95821151
5,Vatovavy,1,0,0.94,1,1,1,4,Direct row sowing,16,2,Local/traditional variety,1,3,Average,2,94,1,1,3,Rain water irrigation,45.12,37.6,1.88,1,Manual Equipment,2,2,Self-Consumption,2,Seed Donation,4.7,74,0.018048,0.21,0.018010099,0.180100992
3,Diana,2,0,3.76,1,1,2,2,In-line transplanting,26,2,Local/traditional variety,1,3,Average,3,125,2,3,1,Gravity irrigation,364.72,112.8,18.8,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,11.28,153,0.423376,0.18,0.422613923,4.226139232
1,Bongolava,2,0,4.16,1,1,2,1,Random transplanting,4,2,Local/traditional variety,2,2,Poor,3,218,3,4,2,Motorised irrigation,228.8,291.2,16.64,3,Motorized Equipment,1,2,Self-Consumption,4,Support/Advice,20.8,198,0.468416,0.12,0.467853901,4.678539008
1,Bongolava,2,0,2.24,1,1,3,1,Random transplanting,6,2,Local/traditional variety,2,4,Good,0,52,1,3,2,Motorised irrigation,107.52,120.96,20.16,2,Animal Drawn Equipment,1,3,Both,3,Training,6.72,83,0.043008,0.14,0.042947789,0.429477888
1,Bongolava,2,0,1.14,1,1,2,2,In-line transplanting,52,2,Local/traditional variety,1,2,Poor,2,41,1,3,1,Gravity irrigation,171,47.88,9.12,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,3.42,113,0.021888,0.21,0.021842035,0.218420352
2,Itasy,2,0,1.77,1,1,3,4,Direct row sowing,4,2,Local/traditional variety,2,4,Good,0,137,2,2,2,Motorised irrigation,203.55,69.03,5.31,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,8.85,132,0.033984,0.12,0.033943219,0.339432192
4,Boeny,1,0,0.84,1,1,1,3,Broadcast sowing,37,2,Local/traditional variety,2,1,Very poor,2,30,1,4,3,Rain water irrigation,59.64,12.6,5.88,1,Manual Equipment,2,1,Sale,1,Financial aid,4.2,27,0.016128,0.36,0.016069939,0.160699392
5,Vatovavy,1,0,0.63,1,1,1,3,Broadcast sowing,20,1,Improved seed,3,3,Average,2,31,1,4,3,Rain water irrigation,13.23,10.08,4.41,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.89,37,0.012096,0.2,0.012071808,0.12071808
3,Diana,2,0,3.01,1,1,2,4,Direct row sowing,32,2,Local/traditional variety,2,3,Average,3,227,3,2,2,Motorised irrigation,388.29,87.29,21.07,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,9.03,131,0.338926,0.18,0.338315933,3.383159332
3,Diana,2,0,2.85,1,1,2,4,Direct row sowing,29,2,Local/traditional variety,2,1,Very poor,3,217,3,2,1,Gravity irrigation,54.15,259.35,11.4,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,14.25,124,0.32091,0.17,0.320364453,3.20364453
2,Itasy,2,0,4.78,1,1,3,3,Broadcast sowing,3,2,Local/traditional variety,2,3,Average,2,262,3,4,1,Gravity irrigation,305.92,119.5,19.12,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,14.34,179,0.538228,0.1,0.537689772,5.37689772
1,Bongolava,2,0,3.68,1,1,3,4,Direct row sowing,9,2,Local/traditional variety,1,4,Good,0,355,4,1,2,Motorised irrigation,301.76,180.32,22.08,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,14.72,168,0.414368,0.17,0.413663574,4.136635744
2,Itasy,2,0,2.24,1,1,2,1,Random transplanting,19,1,Improved seed,3,2,Poor,2,96,1,3,1,Gravity irrigation,253.12,217.28,8.96,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,11.2,153,0.043008,0.36,0.042853171,0.428531712
4,Boeny,1,0,0.7,1,1,1,3,Broadcast sowing,45,2,Local/traditional variety,1,3,Average,3,14,1,4,3,Rain water irrigation,8.4,56.7,6.3,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.1,57,0.01344,0.23,0.013409088,0.13409088
4,Boeny,1,0,0.96,1,1,1,4,Direct row sowing,41,2,Local/traditional variety,2,2,Poor,2,80,1,1,3,Rain water irrigation,66.24,69.12,1.92,1,Manual Equipment,2,3,Both,2,Seed Donation,2.88,81,0.018432,0.17,0.018400666,0.184006656
5,Vatovavy,1,0,0.99,1,1,1,1,Random transplanting,9,2,Local/traditional variety,1,2,Poor,3,44,1,4,3,Rain water irrigation,41.58,21.78,3.96,1,Manual Equipment,2,3,Both,1,Financial aid,4.95,74,0.019008,0.1,0.018988992,0.18988992
5,Vatovavy,1,0,0.69,1,1,1,2,In-line transplanting,22,2,Local/traditional variety,1,3,Average,2,29,1,4,3,Rain water irrigation,102.81,24.15,4.83,1,Manual Equipment,2,1,Sale,1,Financial aid,2.76,85,0.013248,0.18,0.013224154,0.132241536
4,Boeny,1,0,0.68,1,1,1,4,Direct row sowing,59,2,Local/traditional variety,2,3,Average,2,62,1,1,3,Rain water irrigation,70.04,3.4,2.04,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.4,34,0.013056,0.18,0.013032499,0.130324992
4,Boeny,1,0,0.2,1,1,1,2,In-line transplanting,1,2,Local/traditional variety,2,3,Average,2,6,1,4,3,Rain water irrigation,9.4,11.4,1.4,1,Manual Equipment,2,1,Sale,1,Financial aid,0.6,75,0.0384,0.17,0.03833472,0.3833472
4,Boeny,1,0,0.22,1,1,1,4,Direct row sowing,54,2,Local/traditional variety,2,1,Very poor,2,22,1,1,3,Rain water irrigation,32.12,22.66,1.54,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.66,56,0.04224,0.18,0.042163968,0.42163968
2,Itasy,2,0,2.49,1,1,3,2,In-line transplanting,34,2,Local/traditional variety,2,3,Average,2,108,2,4,2,Motorised irrigation,336.15,226.59,12.45,2,Animal Drawn Equipment,1,3,Both,3,Training,7.47,128,0.047808,0.18,0.047721946,0.477219456
4,Boeny,1,0,0.32,1,1,1,2,In-line transplanting,32,2,Local/traditional variety,2,1,Very poor,2,18,1,4,3,Rain water irrigation,47.68,17.92,1.28,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.6,21,0.06144,0.18,0.061329408,0.61329408
3,Diana,2,0,2.06,1,1,3,4,Direct row sowing,22,2,Local/traditional variety,1,2,Poor,3,141,2,1,2,Motorised irrigation,47.38,201.88,10.3,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,10.3,179,0.039552,0.21,0.039468941,0.394689408
1,Bongolava,2,0,6.01,1,1,3,2,In-line transplanting,1,2,Local/traditional variety,2,3,Average,3,283,3,4,1,Gravity irrigation,264.44,474.79,54.09,3,Motorized Equipment,1,2,Self-Consumption,0,None,30.05,135,0.676726,0.18,0.675507893,6.755078932
4,Boeny,1,0,0.2,1,1,1,3,Broadcast sowing,26,2,Local/traditional variety,1,3,Average,2,8,1,4,3,Rain water irrigation,4.4,7,1.6,1,Manual Equipment,2,1,Sale,1,Financial aid,0.8,38,0.0384,0.14,0.03834624,0.3834624
1,Bongolava,2,0,3.62,1,1,3,4,Direct row sowing,12,2,Local/traditional variety,2,2,Poor,3,299,3,2,2,Motorised irrigation,311.32,159.28,25.34,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,10.86,196,0.407612,0.16,0.406959821,4.069598208
2,Itasy,2,0,3.94,1,1,3,4,Direct row sowing,13,2,Local/traditional variety,2,5,Very Good,0,295,3,1,2,Motorised irrigation,457.04,90.62,11.82,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,15.76,195,0.443644,0.15,0.442978534,4.42978534
1,Bongolava,2,0,1.68,1,1,3,2,In-line transplanting,40,2,Local/traditional variety,2,3,Average,2,52,1,3,2,Motorised irrigation,48.72,119.28,6.72,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,8.4,87,0.032256,0.16,0.03220439,0.322043904
2,Itasy,2,0,3.41,1,1,2,4,Direct row sowing,5,2,Local/traditional variety,2,4,Good,0,215,3,1,2,Motorised irrigation,85.25,71.61,30.69,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,10.23,172,0.383966,0.36,0.382583722,3.825837224
3,Diana,2,0,2.11,1,1,3,2,In-line transplanting,27,2,Local/traditional variety,2,1,Very poor,3,56,1,4,1,Gravity irrigation,48.53,6.33,2.11,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,10.55,138,0.040512,0.14,0.040455283,0.404552832
2,Itasy,2,0,2.84,1,1,3,1,Random transplanting,14,2,Local/traditional variety,2,4,Good,0,136,2,4,2,Motorised irrigation,102.24,153.36,25.56,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,8.52,160,0.319784,0.18,0.319208389,3.192083888
2,Itasy,2,0,1.59,1,1,3,3,Broadcast sowing,22,2,Local/traditional variety,1,4,Good,0,39,1,3,2,Motorised irrigation,184.44,112.89,7.95,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,7.95,159,0.030528,0.2,0.030466944,0.30466944
5,Vatovavy,1,0,0.84,1,1,1,2,In-line transplanting,24,2,Local/traditional variety,1,2,Poor,2,30,1,4,3,Rain water irrigation,75.6,41.16,7.56,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.36,48,0.016128,0.14,0.016105421,0.161054208
4,Boeny,1,0,0.64,1,1,1,4,Direct row sowing,19,1,Improved seed,3,2,Poor,3,50,1,2,3,Rain water irrigation,8.96,69.76,4.48,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.2,66,0.012288,0.1,0.012275712,0.12275712
4,Boeny,1,0,0.66,1,1,1,3,Broadcast sowing,27,2,Local/traditional variety,2,2,Poor,3,27,1,3,3,Rain water irrigation,17.16,72.6,6.6,1,Manual Equipment,2,1,Sale,1,Financial aid,1.98,70,0.012672,0.13,0.012655526,0.126555264
3,Diana,2,0,2.47,1,1,3,3,Broadcast sowing,11,2,Local/traditional variety,2,1,Very poor,2,51,1,3,1,Gravity irrigation,363.09,140.79,12.35,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,9.88,177,0.047424,0.18,0.047338637,0.473386368
3,Diana,2,0,3.97,1,1,3,2,In-line transplanting,54,2,Local/traditional variety,2,3,Average,2,84,1,3,2,Motorised irrigation,452.58,420.82,27.79,3,Motorized Equipment,1,2,Self-Consumption,5,Vulgarisation,11.91,156,0.447022,0.2,0.446127956,4.46127956
4,Boeny,1,0,0.86,1,1,1,4,Direct row sowing,13,2,Local/traditional variety,2,1,Very poor,3,83,1,2,3,Rain water irrigation,110.94,73.96,2.58,1,Manual Equipment,2,1,Sale,1,Financial aid,4.3,61,0.016512,0.2,0.016478976,0.16478976
5,Vatovavy,1,0,0.36,1,1,1,2,In-line transplanting,28,2,Local/traditional variety,1,3,Average,3,13,1,3,3,Rain water irrigation,14.04,11.52,1.44,1,Manual Equipment,2,1,Sale,1,Financial aid,1.08,76,0.06912,0.18,0.068995584,0.68995584
4,Boeny,1,0,0.91,1,1,1,4,Direct row sowing,15,2,Local/traditional variety,2,1,Very poor,2,68,1,2,3,Rain water irrigation,119.21,80.08,9.1,1,Manual Equipment,2,2,Self-Consumption,2,Seed Donation,3.64,77,0.017472,0.12,0.017451034,0.174510336
5,Vatovavy,1,0,0.9,1,1,1,3,Broadcast sowing,24,2,Local/traditional variety,1,3,Average,3,21,1,3,3,Rain water irrigation,48.6,87.3,1.8,1,Manual Equipment,2,3,Both,1,Financial aid,2.7,71,0.01728,0.21,0.017243712,0.17243712
3,Diana,2,0,2.52,1,1,3,3,Broadcast sowing,40,2,Local/traditional variety,2,1,Very poor,2,148,2,3,1,Gravity irrigation,40.32,98.28,5.04,2,Animal Drawn Equipment,1,3,Both,3,Training,7.56,103,0.283752,0.23,0.28309937,2.830993704
1,Bongolava,2,0,2.07,1,1,2,3,Broadcast sowing,38,2,Local/traditional variety,2,3,Average,3,96,1,4,2,Motorised irrigation,93.15,95.22,18.63,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,10.35,135,0.039744,0.18,0.039672461,0.396724608
3,Diana,2,0,2.91,1,1,2,1,Random transplanting,17,2,Local/traditional variety,2,1,Very poor,3,172,2,3,1,Gravity irrigation,258.99,250.26,8.73,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,8.73,91,0.327666,0.18,0.327076201,3.270762012
3,Diana,2,0,2.25,1,1,3,4,Direct row sowing,10,2,Local/traditional variety,1,2,Poor,2,136,2,2,2,Motorised irrigation,108,153,20.25,2,Animal Drawn Equipment,1,3,Both,3,Training,6.75,132,0.0432,0.18,0.04312224,0.4312224
2,Itasy,2,0,2.2,1,1,3,2,In-line transplanting,48,2,Local/traditional variety,1,2,Poor,3,102,2,4,1,Gravity irrigation,22,6.6,22,2,Animal Drawn Equipment,1,3,Both,3,Training,8.8,138,0.04224,0.15,0.04217664,0.4217664
2,Itasy,2,0,2.47,1,1,3,1,Random transplanting,65,2,Local/traditional variety,2,5,Very Good,0,103,2,3,2,Motorised irrigation,190.19,128.44,17.29,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,12.35,138,0.047424,0.14,0.047357606,0.473576064
2,Itasy,2,0,4.34,1,1,2,4,Direct row sowing,14,2,Local/traditional variety,2,4,Good,0,403,5,1,2,Motorised irrigation,351.54,368.9,26.04,3,Motorized Equipment,1,2,Self-Consumption,4,Support/Advice,21.7,148,0.488684,0.15,0.487950974,4.87950974
2,Itasy,2,0,2.23,1,1,2,1,Random transplanting,15,2,Local/traditional variety,2,5,Very Good,0,92,1,4,1,Gravity irrigation,238.61,151.64,22.3,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,6.69,178,0.042816,0.1,0.042773184,0.42773184
5,Vatovavy,1,0,0.23,1,1,1,1,Random transplanting,57,2,Local/traditional variety,2,2,Poor,3,13,1,4,3,Rain water irrigation,8.05,1.15,0.69,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.15,25,0.04416,0.13,0.044102592,0.44102592
4,Boeny,1,0,0.93,1,1,1,3,Broadcast sowing,64,2,Local/traditional variety,2,1,Very poor,2,22,1,4,3,Rain water irrigation,126.48,76.26,9.3,1,Manual Equipment,2,2,Self-Consumption,2,Seed Donation,4.65,38,0.017856,0.15,0.017829216,0.17829216
1,Bongolava,2,0,5.42,1,1,2,3,Broadcast sowing,64,2,Local/traditional variety,2,4,Good,0,312,4,3,1,Gravity irrigation,785.9,130.08,32.52,3,Motorized Equipment,1,2,Self-Consumption,3,Training,16.26,189,0.610292,0.19,0.609132445,6.091324452
3,Diana,2,0,2.46,1,1,2,2,In-line transplanting,58,1,Improved seed,1,3,Average,3,66,1,3,2,Motorised irrigation,44.28,127.92,19.68,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,9.84,138,0.047232,0.2,0.047137536,0.47137536
5,Vatovavy,1,0,0.61,1,1,1,3,Broadcast sowing,7,2,Local/traditional variety,2,1,Very poor,3,30,1,4,3,Rain water irrigation,79.3,40.87,4.88,1,Manual Equipment,2,1,Sale,1,Financial aid,3.05,57,0.011712,0.1,0.011700288,0.11700288
1,Bongolava,2,0,2.82,1,1,3,4,Direct row sowing,34,2,Local/traditional variety,2,4,Good,0,206,3,2,2,Motorised irrigation,327.12,231.24,5.64,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,14.1,143,0.317532,0.36,0.316388885,3.163888848
5,Vatovavy,1,0,0.33,1,1,1,2,In-line transplanting,52,2,Local/traditional variety,1,1,Very poor,2,18,1,3,3,Rain water irrigation,13.86,8.25,1.32,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.32,77,0.06336,0.16,0.063258624,0.63258624
5,Vatovavy,1,0,0.23,1,1,1,3,Broadcast sowing,55,2,Local/traditional variety,2,3,Average,3,5,1,3,3,Rain water irrigation,9.43,18.4,1.15,1,Manual Equipment,2,1,Sale,1,Financial aid,0.69,52,0.04416,0.18,0.044080512,0.44080512
3,Diana,2,0,2.71,1,1,3,2,In-line transplanting,10,2,Local/traditional variety,1,3,Average,2,116,2,3,1,Gravity irrigation,265.58,189.7,24.39,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,13.55,186,0.305146,0.23,0.304444164,3.044441642
4,Boeny,1,0,0.69,1,1,1,4,Direct row sowing,42,2,Local/traditional variety,2,2,Poor,3,46,1,1,3,Rain water irrigation,82.8,43.47,5.52,1,Manual Equipment,2,1,Sale,1,Financial aid,3.45,49,0.013248,0.2,0.013221504,0.13221504
